"jurisdiction","weekEndingDate","totalConfC19NewAdm","totalConfFluNewAdm","totalConfRSVNewAdm","totalConfC19NewAdmPer100k","totalConfFluNewAdmPer100k","totalConfRSVNewAdmPer100k","totalConfC19NewAdmPer100kLevel","totalConfFluNewAdmPer100kLevel","totalConfRSVNewAdmPer100kLevel","totalConfC19NewAdmHospRep","totalConfFluNewAdmHospRep","totalConfRSVNewAdmHospRep","totalConfC19NewAdmPercHospRep","totalConfFluNewAdmPercHospRep","totalConfRSVNewAdmPercHospRep"
"TX","2026-05-16","124","110","93","0.41","0.36","0.31","Very Low","Very Low","Very Low","374","374","374","70.17","70.17","70.17"
"CA","2026-05-16","145","169","67","0.37","0.44","0.17","Very Low","Very Low","Very Low","313","313","313","78.45","78.45","78.45"
"GA","2026-05-16","51","27","27","0.46","0.25","0.25","Very Low","Very Low","Very Low","123","123","123","76.88","76.88","76.88"
"NV","2026-05-16","5","31","8","0.16","0.97","0.25","Very Low","Very Low","Very Low","37","37","37","72.55","72.55","72.55"
"NY","2026-05-16","89","42","74","0.46","0.21","0.38","Very Low","Very Low","Very Low","163","163","163","79.9","79.9","79.9"
"ID","2026-06-27","3","2","0","0.15","0.10","0.00","Very Low","Very Low","Very Low","31","31","31","65.96","65.96","65.96"
"MO","2026-06-27","3","10","3","0.05","0.16","0.05","Very Low","Very Low","Very Low","91","91","91","73.39","73.39","73.39"
"OK","2026-06-27","13","6","2","0.32","0.15","0.05","Very Low","Very Low","Very Low","90","90","90","64.75","64.75","64.75"
"DC","2026-06-27","1","3","0","0.15","0.44","0.00","Very Low","Very Low","Very Low","8","8","8","72.73","72.73","72.73"
"MN","2026-06-27","8","3","5","0.14","0.05","0.09","Very Low","Very Low","Very Low","117","117","117","88.64","88.64","88.64"
"MT","2026-06-27","9","1","0","0.80","0.09","0.00","Very Low","Very Low","Very Low","52","52","52","82.54","82.54","82.54"
"CT","2026-06-27","5","3","3","0.14","0.08","0.08","Very Low","Very Low","Very Low","28","28","28","87.5","87.5","87.5"
"GU","2026-06-27","1","0","0","0.65","0.00","0.00","Very Low","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-06-27","0","0","2","0.00","0.00","0.14","Very Low","Very Low","Very Low","32","32","32","86.49","86.49","86.49"
"TX","2026-06-27","86","73","30","0.28","0.24","0.10","Very Low","Very Low","Very Low","405","405","405","73.37","73.37","73.37"
"AR","2026-06-27","5","4","7","0.16","0.13","0.23","Very Low","Very Low","Very Low","58","58","58","62.37","62.37","62.37"
"FL","2026-06-27","175","105","59","0.78","0.47","0.26","Very Low","Very Low","Very Low","232","232","232","83.45","83.45","83.45"
"WV","2026-06-27","2","2","2","0.11","0.11","0.11","Very Low","Very Low","Very Low","59","59","59","98.33","98.33","98.33"
"MP","2026-06-27","7","0","0","14.79","0.00","0.00","Very High","Very Low","Very Low","1","1","1","100","100","100"
"UT","2026-06-27","4","1","0","0.12","0.03","0.00","Very Low","Very Low","Very Low","51","51","51","91.07","91.07","91.07"
"HI","2026-06-27","5","5","7","0.36","0.36","0.50","Very Low","Very Low","Very Low","21","21","21","75","75","75"
"KY","2026-06-27","7","8","3","0.16","0.18","0.07","Very Low","Very Low","Very Low","90","90","90","80.36","80.36","80.36"
"MD","2026-06-27","11","5","1","0.18","0.08","0.02","Very Low","Very Low","Very Low","38","38","38","74.51","74.51","74.51"
"NE","2026-06-27","1","8","3","0.05","0.41","0.15","Very Low","Very Low","Very Low","83","83","83","84.69","84.69","84.69"
"WA","2026-06-27","9","11","1","0.12","0.14","0.01","Very Low","Very Low","Very Low","93","93","93","95.88","95.88","95.88"
"DE","2026-06-27","1","0","0","0.10","0.00","0.00","Very Low","Very Low","Very Low","9","9","9","81.82","81.82","81.82"
"VA","2026-06-27","12","11","7","0.14","0.13","0.08","Very Low","Very Low","Very Low","85","85","85","83.33","83.33","83.33"
"WY","2026-06-27","2","1","0","0.34","0.17","0.00","Very Low","Very Low","Very Low","23","23","23","76.67","76.67","76.67"
"IA","2026-06-27","3","2","1","0.09","0.06","0.03","Very Low","Very Low","Very Low","95","95","95","77.24","77.24","77.24"
"MS","2026-06-27","7","4","3","0.24","0.14","0.10","Very Low","Very Low","Very Low","77","77","77","73.33","73.33","73.33"
"NJ","2026-06-27","28","13","8","0.30","0.14","0.09","Very Low","Very Low","Very Low","82","82","82","96.47","96.47","96.47"
"NM","2026-05-23","2","4","5","0.10","0.19","0.24","Very Low","Very Low","Very Low","38","38","38","77.55","77.55","77.55"
"USA","2026-05-23","1,175","1,180","1,059","0.35","0.35","0.31","Very Low","Very Low","Very Low","4,541","4,541","4,541","79.17","79.17","79.17"
"AL","2026-05-23","43","23","9","0.84","0.45","0.18","Very Low","Very Low","Very Low","90","90","90","90","90","90"
"KS","2026-05-23","2","5","7","0.07","0.17","0.24","Very Low","Very Low","Very Low","82","82","82","56.55","56.55","56.55"
"TN","2026-05-23","30","33","24","0.42","0.46","0.34","Very Low","Very Low","Very Low","124","124","124","93.23","93.23","93.23"
"AS","2026-05-23",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-05-23","12","18","23","0.17","0.26","0.34","Very Low","Very Low","Very Low","124","124","124","86.71","86.71","86.71"
"ND","2026-05-23","4","7","6","0.51","0.90","0.77","Very Low","Very Low","Very Low","40","40","40","81.63","81.63","81.63"
"NV","2026-05-23","1","25","5","0.03","0.79","0.16","Very Low","Very Low","Very Low","35","35","35","68.63","68.63","68.63"
"OR","2026-05-23","3","4","7","0.07","0.09","0.17","Very Low","Very Low","Very Low","38","38","38","61.29","61.29","61.29"
"PA","2026-05-23","76","185","154","0.59","1.43","1.19","Very Low","Low","Low","194","194","194","90.23","90.23","90.23"
"CT","2026-05-23","5","2","16","0.14","0.06","0.44","Very Low","Very Low","Very Low","28","28","28","87.5","87.5","87.5"
"GU","2026-05-23",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"ID","2026-05-23","8","6","2","0.41","0.31","0.10","Very Low","Very Low","Very Low","32","32","32","68.09","68.09","68.09"
"MO","2026-05-23","9","13","11","0.15","0.21","0.18","Very Low","Very Low","Very Low","85","85","85","68.55","68.55","68.55"
"OK","2026-05-23","3","8","9","0.07","0.20","0.22","Very Low","Very Low","Very Low","89","89","89","64.03","64.03","64.03"
"SC","2026-05-23","31","11","12","0.58","0.21","0.22","Very Low","Very Low","Very Low","71","71","71","94.67","94.67","94.67"
"DC","2026-05-23","6","2","0","0.89","0.30","0.00","Very Low","Very Low","Very Low","8","8","8","72.73","72.73","72.73"
"MN","2026-05-23","15","11","19","0.26","0.19","0.33","Very Low","Very Low","Very Low","118","118","118","89.39","89.39","89.39"
"MT","2026-05-23","0","2","17","0.00","0.18","1.51","Very Low","Very Low","Low","49","49","49","77.78","77.78","77.78"
"KS","2026-05-09","5","2","9","0.17","0.07","0.31","Very Low","Very Low","Very Low","90","90","90","62.07","62.07","62.07"
"WI","2026-05-09","11","2","52","0.19","0.03","0.88","Very Low","Very Low","Low","134","134","134","90.54","90.54","90.54"
"HI","2026-05-09","4","5","9","0.29","0.36","0.65","Very Low","Very Low","Very Low","21","21","21","75","75","75"
"KY","2026-05-09","17","5","35","0.38","0.11","0.78","Very Low","Very Low","Very Low","86","86","86","76.79","76.79","76.79"
"MD","2026-05-09","28","20","8","0.46","0.33","0.13","Very Low","Very Low","Very Low","42","42","42","82.35","82.35","82.35"
"NE","2026-05-09","5","5","15","0.25","0.25","0.76","Very Low","Very Low","Low","78","78","78","79.59","79.59","79.59"
"WA","2026-05-09","16","30","30","0.21","0.39","0.39","Very Low","Very Low","Very Low","95","95","95","97.94","97.94","97.94"
"IL","2026-05-09","31","44","51","0.25","0.35","0.41","Very Low","Very Low","Very Low","163","163","163","82.32","82.32","82.32"
"SC","2026-05-09","27","7","17","0.51","0.13","0.32","Very Low","Very Low","Very Low","69","69","69","92","92","92"
"AS","2026-05-09",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-05-09","10","18","38","0.15","0.26","0.55","Very Low","Very Low","Very Low","129","129","129","90.21","90.21","90.21"
"ND","2026-05-09","6","3","10","0.77","0.39","1.29","Very Low","Very Low","Low","40","40","40","81.63","81.63","81.63"
"OR","2026-05-09","8","14","14","0.19","0.33","0.33","Very Low","Very Low","Very Low","44","44","44","70.97","70.97","70.97"
"PA","2026-05-09","121","182","122","0.93","1.40","0.94","Very Low","Very Low","Low","195","195","195","90.7","90.7","90.7"
"CT","2026-05-09","11","8","16","0.30","0.22","0.44","Very Low","Very Low","Very Low","30","30","30","93.75","93.75","93.75"
"GU","2026-05-09",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"ME","2026-05-09","0","3","8","0.00","0.22","0.57","Very Low","Very Low","Very Low","35","35","35","94.59","94.59","94.59"
"TX","2026-05-09","75","134","125","0.25","0.44","0.41","Very Low","Very Low","Very Low","384","384","384","72.05","72.05","72.05"
"AZ","2026-05-09","26","48","21","0.35","0.65","0.28","Very Low","Very Low","Very Low","87","87","87","87.88","87.88","87.88"
"WY","2026-05-09","6","5","10","1.03","0.86","1.72","Very Low","Very Low","Low","23","23","23","76.67","76.67","76.67"
"WI","2026-06-06","6","4","12","0.10","0.07","0.20","Very Low","Very Low","Very Low","146","146","146","98.65","98.65","98.65"
"NM","2026-06-06","6","1","5","0.29","0.05","0.24","Very Low","Very Low","Very Low","40","40","40","81.63","81.63","81.63"
"USA","2026-06-06","955","969","755","0.28","0.29","0.22","Very Low","Very Low","Very Low","4,586","4,586","4,586","79.97","79.97","79.97"
"CT","2026-06-06","3","2","3","0.08","0.06","0.08","Very Low","Very Low","Very Low","30","30","30","93.75","93.75","93.75"
"GU","2026-06-06",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"ID","2026-06-06","10","3","2","0.51","0.15","0.10","Very Low","Very Low","Very Low","34","34","34","72.34","72.34","72.34"
"MO","2026-06-06","5","7","6","0.08","0.11","0.10","Very Low","Very Low","Very Low","85","85","85","68.55","68.55","68.55"
"OK","2026-06-06","4","13","4","0.10","0.32","0.10","Very Low","Very Low","Very Low","87","87","87","62.59","62.59","62.59"
"AS","2026-06-06",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-06-06","17","6","19","0.25","0.09","0.28","Very Low","Very Low","Very Low","129","129","129","90.21","90.21","90.21"
"ND","2026-06-06","3","2","3","0.39","0.26","0.39","Very Low","Very Low","Very Low","42","42","42","85.71","85.71","85.71"
"NV","2026-06-06","12","14","7","0.38","0.44","0.22","Very Low","Very Low","Very Low","38","38","38","74.51","74.51","74.51"
"OR","2026-06-06","1","3","3","0.02","0.07","0.07","Very Low","Very Low","Very Low","40","40","40","64.52","64.52","64.52"
"PA","2026-06-06","42","174","87","0.32","1.34","0.67","Very Low","Very Low","Very Low","173","173","173","80.47","80.47","80.47"
"SC","2026-06-06","21","3","10","0.39","0.06","0.19","Very Low","Very Low","Very Low","71","71","71","94.67","94.67","94.67"
"DC","2026-06-06","1","1","0","0.15","0.15","0.00","Very Low","Very Low","Very Low","10","10","10","90.91","90.91","90.91"
"MN","2026-06-06","4","6","25","0.07","0.10","0.44","Very Low","Very Low","Very Low","117","117","117","88.64","88.64","88.64"
"MT","2026-06-06","1","0","7","0.09","0.00","0.62","Very Low","Very Low","Very Low","47","47","47","74.6","74.6","74.6"
"DE","2026-05-30","1","2","10","0.10","0.19","0.97","Very Low","Very Low","Low","11","11","11","100","100","100"
"MS","2026-05-30","7","8","10","0.24","0.27","0.34","Very Low","Very Low","Very Low","87","87","87","82.86","82.86","82.86"
"NJ","2026-05-30","47","20","19","0.51","0.22","0.20","Very Low","Very Low","Very Low","83","83","83","97.65","97.65","97.65"
"VA","2026-05-30","17","14","18","0.20","0.16","0.21","Very Low","Very Low","Very Low","85","85","85","83.33","83.33","83.33"
"AL","2026-05-30","37","18","14","0.73","0.35","0.27","Very Low","Very Low","Very Low","95","95","95","95","95","95"
"KS","2026-05-30","8","2","5","0.27","0.07","0.17","Very Low","Very Low","Very Low","88","88","88","60.69","60.69","60.69"
"TN","2026-05-30","38","31","16","0.53","0.44","0.23","Very Low","Very Low","Very Low","127","127","127","95.49","95.49","95.49"
"HI","2026-05-30","2","6","6","0.14","0.43","0.43","Very Low","Very Low","Very Low","13","13","13","46.43","46.43","46.43"
"KY","2026-05-30","13","11","23","0.29","0.24","0.51","Very Low","Very Low","Very Low","88","88","88","78.57","78.57","78.57"
"MD","2026-05-30","12","12","7","0.20","0.20","0.11","Very Low","Very Low","Very Low","36","36","36","70.59","70.59","70.59"
"NE","2026-05-30","1","0","17","0.05","0.00","0.86","Very Low","Very Low","Low","79","79","79","80.61","80.61","80.61"
"WA","2026-05-30","19","10","10","0.24","0.13","0.13","Very Low","Very Low","Very Low","95","95","95","97.94","97.94","97.94"
"WY","2026-05-30","4","2","2","0.69","0.34","0.34","Very Low","Very Low","Very Low","23","23","23","76.67","76.67","76.67"
"AK","2026-05-30","0","2","1","0.00","0.28","0.14","Very Low","Very Low","Very Low","17","17","17","70.83","70.83","70.83"
"MA","2026-05-30","9","8","23","0.13","0.11","0.33","Very Low","Very Low","Very Low","85","85","85","94.44","94.44","94.44"
"NC","2026-05-30","45","7","24","0.42","0.07","0.22","Very Low","Very Low","Very Low","118","118","118","87.41","87.41","87.41"
"SD","2026-05-30","5","0","2","0.55","0.00","0.22","Very Low","Very Low","Very Low","52","52","52","85.25","85.25","85.25"
"WI","2026-05-30","5","3","15","0.08","0.05","0.25","Very Low","Very Low","Very Low","128","128","128","86.49","86.49","86.49"
"NM","2026-05-30","4","3","3","0.19","0.14","0.14","Very Low","Very Low","Very Low","40","40","40","81.63","81.63","81.63"
"USA","2026-05-30","1,003","997","901","0.30","0.30","0.27","Very Low","Very Low","Very Low","4,654","4,654","4,654","81.14","81.14","81.14"
"AS","2026-05-30",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-05-30","21","11","23","0.31","0.16","0.34","Very Low","Very Low","Very Low","126","126","126","88.11","88.11","88.11"
"ND","2026-05-30","1","7","4","0.13","0.90","0.51","Very Low","Very Low","Very Low","41","41","41","83.67","83.67","83.67"
"NV","2026-05-30","12","26","5","0.38","0.82","0.16","Very Low","Very Low","Very Low","39","39","39","76.47","76.47","76.47"
"OR","2026-05-30","4","1","10","0.09","0.02","0.24","Very Low","Very Low","Very Low","44","44","44","70.97","70.97","70.97"
"PA","2026-05-30","46","138","128","0.35","1.06","0.99","Very Low","Very Low","Low","191","191","191","88.84","88.84","88.84"
"CT","2026-05-30","4","2","9","0.11","0.06","0.25","Very Low","Very Low","Very Low","28","28","28","87.5","87.5","87.5"
"GU","2026-05-30","0","1","0","0.00","0.65","0.00","Very Low","Very Low","Very Low","1","1","1","50","50","50"
"ID","2026-05-30","1","2","3","0.05","0.10","0.15","Very Low","Very Low","Very Low","26","26","26","55.32","55.32","55.32"
"MO","2026-05-30","6","18","13","0.10","0.29","0.21","Very Low","Very Low","Very Low","88","88","88","70.97","70.97","70.97"
"OK","2026-05-30","9","7","5","0.22","0.17","0.12","Very Low","Very Low","Very Low","86","86","86","61.87","61.87","61.87"
"SC","2026-05-30","14","7","14","0.26","0.13","0.26","Very Low","Very Low","Very Low","70","70","70","93.33","93.33","93.33"
"DC","2026-05-30","1","3","1","0.15","0.44","0.15","Very Low","Very Low","Very Low","8","8","8","72.73","72.73","72.73"
"MN","2026-05-30","7","8","15","0.12","0.14","0.26","Very Low","Very Low","Very Low","119","119","119","90.15","90.15","90.15"
"MT","2026-05-30","16","1","21","1.42","0.09","1.86","Very Low","Very Low","Low","55","55","55","87.3","87.3","87.3"
"KS","2026-07-11","8","3","3","0.27","0.10","0.10","Very Low","Very Low","Very Low","81","81","81","55.86","55.86","55.86"
"WI","2026-07-11","4","6","2","0.07","0.10","0.03","Very Low","Very Low","Very Low","138","138","138","93.24","93.24","93.24"
"VT","2026-07-11","2","0","0","0.31","0.00","0.00","Very Low","Very Low","Very Low","14","14","14","93.33","93.33","93.33"
"AS","2026-07-11",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-07-11","12","5","2","0.17","0.07","0.03","Very Low","Very Low","Very Low","124","124","124","86.71","86.71","86.71"
"ND","2026-07-11","2","3","0","0.26","0.39","0.00","Very Low","Very Low","Very Low","33","33","33","67.35","67.35","67.35"
"OR","2026-07-11","4","3","1","0.09","0.07","0.02","Very Low","Very Low","Very Low","35","35","35","56.45","56.45","56.45"
"PA","2026-07-11","22","124","65","0.17","0.96","0.50","Very Low","Very Low","Very Low","181","181","181","82.27","82.27","82.27"
"AK","2026-07-11","1","4","2","0.14","0.56","0.28","Very Low","Very Low","Very Low","18","18","18","75","75","75"
"LA","2026-07-11","37","18","3","0.81","0.39","0.07","Very Low","Very Low","Very Low","129","129","129","78.66","78.66","78.66"
"MA","2026-07-11","9","2","3","0.13","0.03","0.04","Very Low","Very Low","Very Low","82","82","82","91.11","91.11","91.11"
"NC","2026-07-11","35","7","6","0.33","0.07","0.06","Very Low","Very Low","Very Low","122","122","122","89.71","89.71","89.71"
"SD","2026-07-11","1","0","1","0.11","0.00","0.11","Very Low","Very Low","Very Low","47","47","47","77.05","77.05","77.05"
"ID","2026-07-11","4","4","0","0.20","0.20","0.00","Very Low","Very Low","Very Low","24","24","24","51.06","51.06","51.06"
"MO","2026-07-11","10","11","1","0.16","0.18","0.02","Very Low","Very Low","Very Low","83","83","83","66.94","66.94","66.94"
"OK","2026-07-11","5","6","3","0.12","0.15","0.07","Very Low","Very Low","Very Low","85","85","85","61.15","61.15","61.15"
"AL","2026-07-11","32","7","13","0.63","0.14","0.26","Very Low","Very Low","Very Low","93","93","93","93","93","93"
"TN","2026-07-11","22","20","2","0.31","0.28","0.03","Very Low","Very Low","Very Low","117","117","117","87.97","87.97","87.97"
"KS","2026-06-13","4","2","6","0.14","0.07","0.21","Very Low","Very Low","Very Low","88","88","88","60.69","60.69","60.69"
"WI","2026-06-13","10","0","6","0.17","0.00","0.10","Very Low","Very Low","Very Low","138","138","138","93.24","93.24","93.24"
"VT","2026-06-13","1","0","0","0.15","0.00","0.00","Very Low","Very Low","Very Low","11","11","11","73.33","73.33","73.33"
"AS","2026-06-13",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-06-13","9","9","10","0.13","0.13","0.15","Very Low","Very Low","Very Low","128","128","128","89.51","89.51","89.51"
"ND","2026-06-13","0","3","6","0.00","0.39","0.77","Very Low","Very Low","Very Low","38","38","38","79.17","79.17","79.17"
"OR","2026-06-13","6","3","0","0.14","0.07","0.00","Very Low","Very Low","Very Low","37","37","37","59.68","59.68","59.68"
"PA","2026-06-13","52","142","85","0.40","1.10","0.66","Very Low","Very Low","Very Low","177","177","177","82.33","82.33","82.33"
"AK","2026-06-13","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","17","17","17","70.83","70.83","70.83"
"LA","2026-06-13","30","21","9","0.66","0.46","0.20","Very Low","Very Low","Very Low","130","130","130","79.27","79.27","79.27"
"MA","2026-06-13","8","3","4","0.11","0.04","0.06","Very Low","Very Low","Very Low","86","86","86","95.56","95.56","95.56"
"NC","2026-06-13","49","10","33","0.46","0.09","0.31","Very Low","Very Low","Very Low","124","124","124","91.85","91.85","91.85"
"SD","2026-06-13","0","1","4","0.00","0.11","0.44","Very Low","Very Low","Very Low","47","47","47","77.05","77.05","77.05"
"SC","2026-06-13","16","8","9","0.30","0.15","0.17","Very Low","Very Low","Very Low","72","72","72","96","96","96"
"AL","2026-06-13","40","14","11","0.78","0.27","0.22","Very Low","Very Low","Very Low","93","93","93","93","93","93"
"TN","2026-06-13","23","24","18","0.32","0.34","0.25","Very Low","Very Low","Very Low","122","122","122","91.73","91.73","91.73"
"KS","2026-06-27","8","1","1","0.27","0.03","0.03","Very Low","Very Low","Very Low","87","87","87","60","60","60"
"WI","2026-06-27","6","3","3","0.10","0.05","0.05","Very Low","Very Low","Very Low","137","137","137","92.57","92.57","92.57"
"VT","2026-06-27","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","13","13","13","86.67","86.67","86.67"
"AS","2026-06-27",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-06-27","9","7","4","0.13","0.10","0.06","Very Low","Very Low","Very Low","127","127","127","88.81","88.81","88.81"
"ND","2026-06-27","2","3","2","0.26","0.39","0.26","Very Low","Very Low","Very Low","41","41","41","85.42","85.42","85.42"
"OR","2026-06-27","8","1","5","0.19","0.02","0.12","Very Low","Very Low","Very Low","39","39","39","62.9","62.9","62.9"
"PA","2026-06-27","28","138","59","0.22","1.06","0.46","Very Low","Very Low","Very Low","183","183","183","83.18","83.18","83.18"
"AK","2026-06-27","2","6","2","0.28","0.84","0.28","Very Low","Very Low","Very Low","18","18","18","75","75","75"
"LA","2026-06-27","29","24","10","0.64","0.53","0.22","Very Low","Very Low","Very Low","129","129","129","78.66","78.66","78.66"
"MA","2026-06-27","5","4","4","0.07","0.06","0.06","Very Low","Very Low","Very Low","87","87","87","96.67","96.67","96.67"
"NC","2026-06-27","42","5","8","0.39","0.05","0.07","Very Low","Very Low","Very Low","123","123","123","91.11","91.11","91.11"
"SD","2026-06-27","0","1","1","0.00","0.11","0.11","Very Low","Very Low","Very Low","45","45","45","73.77","73.77","73.77"
"AL","2026-06-27","32","27","10","0.63","0.53","0.20","Very Low","Very Low","Very Low","93","93","93","93","93","93"
"TN","2026-06-27","14","17","11","0.20","0.24","0.15","Very Low","Very Low","Very Low","124","124","124","93.23","93.23","93.23"
"SC","2026-06-27","10","5","4","0.19","0.09","0.07","Very Low","Very Low","Very Low","69","69","69","92","92","92"
"MP","2026-05-23",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-05-23","5","3","2","0.15","0.09","0.06","Very Low","Very Low","Very Low","50","50","50","89.29","89.29","89.29"
"DE","2026-05-23","1","2","4","0.10","0.19","0.39","Very Low","Very Low","Very Low","10","10","10","90.91","90.91","90.91"
"MS","2026-05-23","14","8","8","0.48","0.27","0.27","Very Low","Very Low","Very Low","83","83","83","79.05","79.05","79.05"
"NJ","2026-05-23","51","29","25","0.55","0.31","0.27","Very Low","Very Low","Very Low","82","82","82","96.47","96.47","96.47"
"VA","2026-05-23","19","13","9","0.22","0.15","0.10","Very Low","Very Low","Very Low","70","70","70","68.63","68.63","68.63"
"HI","2026-05-23","2","17","11","0.14","1.22","0.79","Very Low","Low","Low","19","19","19","67.86","67.86","67.86"
"KY","2026-05-23","15","15","27","0.33","0.33","0.60","Very Low","Very Low","Very Low","83","83","83","74.11","74.11","74.11"
"MD","2026-05-23","17","12","6","0.28","0.20","0.10","Very Low","Very Low","Very Low","37","37","37","72.55","72.55","72.55"
"NE","2026-05-23","1","0","12","0.05","0.00","0.61","Very Low","Very Low","Very Low","79","79","79","80.61","80.61","80.61"
"WA","2026-05-23","11","17","11","0.14","0.22","0.14","Very Low","Very Low","Very Low","93","93","93","95.88","95.88","95.88"
"WY","2026-05-23","3","5","3","0.52","0.86","0.52","Very Low","Very Low","Very Low","21","21","21","70","70","70"
"AK","2026-05-23","1","0","1","0.14","0.00","0.14","Very Low","Very Low","Very Low","16","16","16","66.67","66.67","66.67"
"MA","2026-05-23","14","10","9","0.20","0.14","0.13","Very Low","Very Low","Very Low","86","86","86","95.56","95.56","95.56"
"NC","2026-05-23","81","11","29","0.75","0.10","0.27","Very Low","Very Low","Very Low","122","122","122","90.37","90.37","90.37"
"SD","2026-05-23","0","4","9","0.00","0.44","0.98","Very Low","Very Low","Low","51","51","51","83.61","83.61","83.61"
"KS","2026-06-20","2","1","1","0.07","0.03","0.03","Very Low","Very Low","Very Low","85","85","85","58.62","58.62","58.62"
"WI","2026-06-20","1","0","3","0.02","0.00","0.05","Very Low","Very Low","Very Low","128","128","128","86.49","86.49","86.49"
"VT","2026-06-20","3","0","0","0.46","0.00","0.00","Very Low","Very Low","Very Low","13","13","13","86.67","86.67","86.67"
"AS","2026-06-20",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-06-20","13","3","6","0.19","0.04","0.09","Very Low","Very Low","Very Low","128","128","128","89.51","89.51","89.51"
"ND","2026-06-20","1","3","3","0.13","0.39","0.39","Very Low","Very Low","Very Low","41","41","41","85.42","85.42","85.42"
"OR","2026-06-20","7","6","2","0.17","0.14","0.05","Very Low","Very Low","Very Low","37","37","37","59.68","59.68","59.68"
"PA","2026-06-20","40","142","75","0.31","1.10","0.58","Very Low","Very Low","Very Low","187","187","187","86.98","86.98","86.98"
"AK","2026-06-20","2","3","0","0.28","0.42","0.00","Very Low","Very Low","Very Low","16","16","16","66.67","66.67","66.67"
"LA","2026-06-20","28","18","7","0.61","0.39","0.15","Very Low","Very Low","Very Low","129","129","129","78.66","78.66","78.66"
"MA","2026-06-20","8","0","10","0.11","0.00","0.14","Very Low","Very Low","Very Low","86","86","86","95.56","95.56","95.56"
"NC","2026-06-20","52","5","14","0.48","0.05","0.13","Very Low","Very Low","Very Low","125","125","125","92.59","92.59","92.59"
"SD","2026-06-20","0","1","2","0.00","0.11","0.22","Very Low","Very Low","Very Low","44","44","44","72.13","72.13","72.13"
"AL","2026-06-20","30","23","4","0.59","0.45","0.08","Very Low","Very Low","Very Low","94","94","94","94","94","94"
"TN","2026-06-20","21","23","9","0.30","0.32","0.13","Very Low","Very Low","Very Low","124","124","124","93.23","93.23","93.23"
"SC","2026-06-20","12","3","8","0.22","0.06","0.15","Very Low","Very Low","Very Low","64","64","64","85.33","85.33","85.33"
"KS","2026-07-04","3","3","1","0.10","0.10","0.03","Very Low","Very Low","Very Low","82","82","82","56.55","56.55","56.55"
"WI","2026-07-04","4","3","3","0.07","0.05","0.05","Very Low","Very Low","Very Low","144","144","144","97.3","97.3","97.3"
"VT","2026-07-04","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","15","15","15","100","100","100"
"AS","2026-07-04",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-07-04","7","10","4","0.10","0.15","0.06","Very Low","Very Low","Very Low","129","129","129","90.21","90.21","90.21"
"ND","2026-07-04","0","4","0","0.00","0.51","0.00","Very Low","Very Low","Very Low","42","42","42","85.71","85.71","85.71"
"OR","2026-07-04","8","0","2","0.19","0.00","0.05","Very Low","Very Low","Very Low","45","45","45","72.58","72.58","72.58"
"PA","2026-07-04","44","129","63","0.34","1.00","0.49","Very Low","Very Low","Very Low","188","188","188","85.45","85.45","85.45"
"AK","2026-07-04","1","7","1","0.14","0.98","0.14","Very Low","Very Low","Very Low","16","16","16","66.67","66.67","66.67"
"LA","2026-07-04","35","16","10","0.77","0.35","0.22","Very Low","Very Low","Very Low","127","127","127","77.44","77.44","77.44"
"MA","2026-07-04","4","2","8","0.06","0.03","0.11","Very Low","Very Low","Very Low","87","87","87","96.67","96.67","96.67"
"NC","2026-07-04","42","8","16","0.39","0.07","0.15","Very Low","Very Low","Very Low","127","127","127","94.07","94.07","94.07"
"SD","2026-07-04","0","1","2","0.00","0.11","0.22","Very Low","Very Low","Very Low","50","50","50","81.97","81.97","81.97"
"SC","2026-07-04","6","5","4","0.11","0.09","0.07","Very Low","Very Low","Very Low","70","70","70","93.33","93.33","93.33"
"AL","2026-07-04","33","10","7","0.65","0.20","0.14","Very Low","Very Low","Very Low","93","93","93","93","93","93"
